,latitude,longitude,density_availability_day
70,40.80164,-73.93922,0.589041095890411
71,40.72162,-73.98008,0.3178082191780822
72,40.76342,-73.98865,0.2410958904109589
73,40.83139,-73.94095,0.9205479452054794
74,40.68346,-73.96374,0.8328767123287671
75,40.72828,-73.98801,0.6136986301369863
76,40.76865,-73.95058,0.8821917808219178
77,40.75038,-73.90334,0.8876712328767123
78,40.6932,-73.97267,0.36164383561643837
79,40.74138,-74.00197,0.8082191780821918
80,40.71154,-73.96112,0.6520547945205479
81,40.82915,-73.95136,0.5726027397260274
82,40.71851,-73.98892,0.8986301369863013
83,40.65401,-73.96323,0.10410958904109589
84,40.7114,-73.98794,0.5150684931506849
85,40.69723,-73.99268,0.019178082191780823
86,40.71833,-73.95748,0.7452054794520548
87,40.72334,-73.9844,0.07123287671232877
88,40.72912,-73.98057,0.0
89,40.71156,-73.96218,0.7890410958904109
90,40.70032,-73.9383,0.8684931506849315
91,40.68233,-73.97261,0.5671232876712329
92,40.68634,-73.966,0.5068493150684932
93,40.68035,-73.97162,0.4328767123287671
94,40.70984,-73.95775,0.0
95,40.70093,-73.92609,0.024657534246575342
96,40.79764,-73.96177,0.5424657534246575
97,40.82803,-73.94731,1.0
98,40.74008,-74.00271,0.9972602739726028
99,40.68413,-73.92357,0.852054794520548
100,40.82279,-73.95139,0.6
101,40.67967,-74.00154,0.936986301369863
102,40.83927,-73.94281,0.8547945205479452
103,40.73096,-74.00319,0.6657534246575343
104,40.71332,-73.94177,0.41643835616438357
105,40.66941,-73.98109,0.024657534246575342
106,40.68373,-73.92377,0.37534246575342467
107,40.71459,-73.94844,0.6082191780821918
108,40.8092,-73.94421,0.947945205479452
109,40.68157,-73.98989,0.5698630136986301
110,40.75527,-73.99291,0.7643835616438356
111,40.68698,-73.96572,0.684931506849315
112,40.7288,-73.98192,0.44931506849315067
113,40.66853,-73.98912,0.5260273972602739
114,40.7254,-73.98157,0.8164383561643835
115,40.74294,-73.98009,0.7123287671232876
116,40.71942,-73.95748,0.29315068493150687
117,40.77823,-73.97637,0.5452054794520548
118,40.72555,-73.97965,0.8191780821917808
119,40.66831,-73.98604,0.0547945205479452
120,40.82754,-73.94919,0.8712328767123287
121,40.66499,-73.97925,0.5917808219178082
122,40.77842,-73.97556,0.6136986301369863
123,40.72245,-73.98527,0.0
124,40.65593,-73.96053,0.8876712328767123
125,40.71923,-73.96468,0.6712328767123288
126,40.778,-73.94822,0.5178082191780822
127,40.85879,-73.93128,0.8410958904109589
128,40.68332,-73.9547,0.8493150684931506
129,40.81618,-73.94894,0.5835616438356165
130,40.68414,-73.96351,0.7616438356164383
131,40.72392,-73.99143,0.5726027397260274
132,40.73494,-73.9503,0.0
133,40.71341,-73.98856,0.043835616438356165
134,40.76754,-73.98399,0.6410958904109589
135,40.73442,-74.00303,0.03287671232876712
136,40.63188,-73.93248,0.4876712328767123
137,40.6873,-73.9634,0.7534246575342466
138,40.68296,-73.93662,0.4465753424657534
139,40.6863,-73.96765,1.0
140,40.73409,-73.95348,0.09315068493150686
141,40.71561,-73.94835,0.7671232876712328
142,40.6857,-73.99183,0.0
143,40.74028,-73.83168,0.0027397260273972603
144,40.68281,-73.93524,0.4657534246575342
145,40.71596,-73.93938,0.5150684931506849
146,40.71492,-73.95935,0.5863013698630137
147,40.72354,-73.98295,0.6794520547945205
148,40.71165,-73.96087,0.7178082191780822
149,40.69101,-73.97312,0.7671232876712328
150,40.73474,-74.00101,0.8410958904109589
151,40.67386,-73.96641,0.9287671232876712
152,40.71536,-73.96057,0.0027397260273972603
153,40.6741,-73.96595,0.736986301369863
154,40.79295,-73.93997,0.0273972602739726
155,40.73226,-74.00401,0.8547945205479452
156,40.71363,-73.96398,0.5178082191780822
157,40.77711,-73.9527,0.7945205479452054
158,40.68559,-73.98094,0.6301369863013698
159,40.77456,-73.95323,0.44931506849315067
160,40.71088,-73.95055,0.14520547945205478
161,40.74559,-73.92313,0.3452054794520548
162,40.68306,-73.94659,0.00821917808219178
163,40.70207,-73.98571,0.5178082191780822
164,40.76123,-73.9642,1.0
165,40.66858,-73.99083,0.0
166,40.82704,-73.94907,0.0
167,40.68843,-73.96408,0.9205479452054794
168,40.6783,-74.00135,0.936986301369863
169,40.64524,-74.08088,0.8547945205479452
170,40.70641,-73.91765,0.10136986301369863
171,40.83232,-73.93184,0.9671232876712329
172,40.71045,-73.9677,0.4849315068493151
173,40.72518,-73.98034,0.8493150684931506
174,40.70666,-74.01374,0.0
175,40.69098,-73.97113,0.8794520547945206
176,40.73756,-74.00405,0.673972602739726
177,40.81526,-73.94791,0.6328767123287671
178,40.73423,-74.0046,0.6164383561643836
179,40.82374,-73.9373,0.0
180,40.68863,-73.97691,0.0
181,40.70382,-73.89797,1.0
182,40.80549,-73.95924,0.6383561643835617
183,40.71627,-73.9587,0.0027397260273972603
184,40.67994,-73.97863,0.049315068493150684
185,40.67992,-73.9475,0.9397260273972603
186,40.67868,-73.97307,0.684931506849315
187,40.76834,-73.95334,0.8931506849315068
188,40.68237,-73.9415,0.9972602739726028
189,40.74031,-73.99999,0.0
190,40.76307,-73.99665,0.8191780821917808
191,40.71882,-73.98852,0.5671232876712329
192,40.6693,-73.98804,0.4438356164383562
193,40.77333,-73.95199,0.0
194,40.72319,-73.99201,0.019178082191780823
195,40.74859,-73.99671,0.8986301369863013
196,40.67252,-73.76597,1.0
197,40.76244,-73.99271,0.0
198,40.69546,-73.93503,0.0
199,40.71722,-73.87856,0.6575342465753424
200,40.70234,-73.89816,1.0
201,40.71546,-73.87854,1.0
202,40.7195,-73.95976,0.44931506849315067
203,40.76548,-73.98474,0.9945205479452055
204,40.80234,-73.95603,1.0
205,40.6787,-73.97262,0.684931506849315
206,40.81035,-73.94598,0.6767123287671233
207,40.83075,-73.93058,0.8849315068493151
208,40.79958,-73.94275,0.5260273972602739
209,40.71625,-73.93845,0.3424657534246575
210,40.6829,-73.93549,0.2493150684931507
211,40.72773,-73.99134,0.2054794520547945
212,40.72861,-74.0049,0.7835616438356164
213,40.70979,-73.95162,0.1643835616438356
214,40.68656,-73.97525,0.0
215,40.72752,-73.98432,0.5260273972602739
216,40.729,-73.95829,0.1589041095890411
217,40.81219,-73.94499,0.6712328767123288
218,40.77185,-73.90502,0.8
219,40.68926,-73.99386,0.7643835616438356
220,40.72821,-73.98701,0.0
221,40.7672,-73.98508,0.00821917808219178
222,40.73012,-73.99053,0.9616438356164384
223,40.7403,-73.98498,0.5506849315068493
224,40.80931,-73.94343,0.6356164383561644
225,40.8251,-73.94287,0.7068493150684931
226,40.6585,-73.98397,0.7452054794520548
227,40.76193,-73.9501,0.9342465753424658
228,40.72052,-73.98589,0.6684931506849315
229,40.70411,-73.89934,1.0
230,40.73401,-73.95967,0.03287671232876712
231,40.71756,-73.99503,0.726027397260274
232,40.7589,-73.96991,0.0
233,40.72003,-74.00262,0.9013698630136986
234,40.73194,-73.99474,0.2493150684931507
235,40.79163,-73.94573,1.0
236,40.8118,-73.94434,0.6931506849315069
237,40.81583,-73.94707,1.0
238,40.72654,-73.98049,0.8767123287671232
239,40.80021,-73.96071,0.0
240,40.80942,-73.93936,0.5260273972602739
241,40.71961,-73.9954,0.0
242,40.74358,-74.00027,0.9534246575342465
243,40.80335,-73.9575,0.0
244,40.71445,-73.9908,0.9671232876712329
245,40.75749,-73.96897,0.3835616438356164
246,40.64446,-73.9503,0.005479452054794521
247,40.7268,-73.99079,0.15342465753424658
248,40.688,-73.9171,0.1863013698630137
249,40.63536,-74.08537,0.9863013698630136
250,40.63627,-74.08543,0.0
251,40.63518,-74.08546,0.8767123287671232
252,40.72477,-73.98161,0.8931506849315068
253,40.74238,-73.99567,0.20821917808219179
254,40.72945,-73.95511,0.7643835616438356
255,40.70763,-73.95177,0.0410958904109589
256,40.63481,-74.08519,0.9315068493150684
257,40.75384,-73.91433,0.6191780821917808
258,40.64106,-73.97426,1.0
259,40.66793,-73.98327,0.0
260,40.81309,-73.85514,0.9561643835616438
261,40.88057,-73.83572,1.0
262,40.68236,-73.94314,0.030136986301369864
263,40.72185,-73.98246,0.8657534246575342
264,40.68503,-73.95385,0.7698630136986301
265,40.86648,-73.9263,0.8849315068493151
266,40.7069,-73.95467,0.9917808219178083
267,40.72807,-73.98594,0.0
268,40.6778,-73.94339,0.8246575342465754
269,40.68317,-73.94701,0.5178082191780822
270,40.6761,-73.9529,0.0
271,40.67586,-73.95155,0.7863013698630137
272,40.71702,-73.99811,0.038356164383561646
273,40.72321,-73.98157,0.2356164383561644
274,40.77956,-73.98098,0.7150684931506849
275,40.68276,-73.95264,0.1863013698630137
276,40.71368,-73.9626,0.0
277,40.72956,-73.98158,0.6328767123287671
278,40.71069,-73.95175,0.41643835616438357
279,40.70863,-73.94641,0.12602739726027398
280,40.82888,-73.94307,0.9972602739726028
281,40.67319,-73.97323,0.673972602739726
282,40.67846,-73.99443,0.7890410958904109
283,40.6715,-73.94808,0.9068493150684932
284,40.72681,-73.98534,0.13972602739726028
285,40.71904,-73.99392,0.9972602739726028
286,40.71031,-73.9583,0.6958904109589041
287,40.81322,-73.95306,0.5178082191780822
288,40.67732,-73.98225,0.7205479452054795
289,40.68076,-73.9896,0.7068493150684931
290,40.79603,-73.94903,0.2821917808219178
291,40.71492,-73.96282,0.11506849315068493
292,40.80393,-73.95838,0.673972602739726
293,40.80082,-73.9652,0.9972602739726028
294,40.82976,-73.94867,0.8712328767123287
295,40.683,-73.91981,0.19726027397260273
296,40.78971,-73.9729,0.6821917808219178
297,40.67817,-73.99495,0.7452054794520548
298,40.73119,-73.95578,0.8904109589041096
299,40.71943,-73.99627,0.8164383561643835
300,40.78,-73.98249,0.0958904109589041
301,40.70514,-73.91922,0.5561643835616439
302,40.86713,-73.92811,0.36164383561643837
303,40.73198,-73.98881,0.0136986301369863
304,40.72542,-73.97986,0.8136986301369863
305,40.83494,-73.93869,0.7561643835616438
306,40.71659,-73.98945,0.27945205479452057
307,40.72966,-74.00243,0.6876712328767123
308,40.72898,-73.95552,0.5150684931506849
309,40.87207,-73.90193,0.947945205479452
310,40.77728,-73.97818,0.0
311,40.72646,-73.95341,0.0410958904109589
312,40.71015,-73.96101,0.19452054794520549
313,40.71903,-73.9597,0.589041095890411
314,40.80892,-73.93985,0.6931506849315069
315,40.80276,-73.9567,0.2136986301369863
316,40.77635,-73.93426,0.7041095890410959
317,40.72488,-73.95018,0.0
318,40.71398,-73.95763,0.021917808219178082
319,40.71876,-73.98394,0.5232876712328767
320,40.66552,-73.99019,0.4986301369863014
321,40.73749,-73.95292,0.21643835616438356
322,40.76248,-73.9913,0.13424657534246576
323,40.68674,-73.98876,0.0
324,40.6848,-73.96219,0.4273972602739726
325,40.70516,-73.95455,0.9397260273972603
326,40.72329,-73.98486,0.547945205479452
327,40.73776,-73.95327,0.1643835616438356
328,40.73738,-73.95482,0.1643835616438356
329,40.67542,-73.98142,0.5178082191780822
330,40.73842,-73.95312,0.1643835616438356
331,40.6926,-73.99832,0.0
332,40.69441,-73.99771,0.29041095890410956
333,40.72399,-73.98374,0.7561643835616438
334,40.6824,-73.94615,0.6794520547945205
335,40.68949,-73.91708,0.5315068493150685
336,40.68819,-73.97258,0.3698630136986301
337,40.7205,-73.96015,0.0821917808219178
338,40.72451,-73.98094,0.0
339,40.73813,-73.95394,0.2219178082191781
340,40.67591,-73.94715,0.0
341,40.72843,-73.98895,0.38904109589041097
342,40.71271,-73.99776,0.1643835616438356
343,40.66966,-73.94735,0.4904109589041096
344,40.71965,-73.98766,0.14246575342465753
345,40.68613,-73.96536,1.0
346,40.68048,-73.94911,0.8876712328767123
347,40.68314,-73.93963,0.6493150684931507
348,40.75961,-73.91117,1.0
349,40.67473,-73.94494,1.0
350,40.69305,-73.93185,0.5589041095890411
351,40.67174,-73.95663,0.7452054794520548
352,40.71055,-73.95098,0.0
353,40.69465,-73.95458,0.024657534246575342
354,40.68413,-73.96542,1.0
355,40.73877,-73.97707,0.4958904109589041
356,40.74893,-73.99544,0.5178082191780822
357,40.79406,-73.94102,0.0
358,40.68795,-73.97332,0.5178082191780822
359,40.85295,-73.93361,0.810958904109589
361,40.66918,-73.99187,0.0958904109589041
362,40.71125,-73.95613,0.0
363,40.78558,-73.9696,0.0958904109589041
364,40.71577,-73.96053,0.9835616438356164
365,40.73861,-73.95485,0.1643835616438356
366,40.72577,-73.98745,1.0
367,40.58615,-73.81245,0.9178082191780822
368,40.67086,-73.94872,0.7726027397260274
369,40.82773,-73.95231,0.6767123287671233
370,40.68505,-73.95684,0.27945205479452057
371,40.72911,-73.95493,0.7506849315068493
372,40.77944,-73.98567,0.5506849315068493
373,40.74503,-73.98876,0.2684931506849315
374,40.67539,-73.96093,0.4301369863013699
375,40.8054,-73.95189,0.0
376,40.78491,-73.9508,0.8547945205479452
377,40.69088,-73.97307,0.9068493150684932
378,40.67555,-73.95057,0.7534246575342466
379,40.75835,-73.99193,0.4767123287671233
380,40.66527,-73.9886,0.6109589041095891
381,40.71895,-73.99434,0.989041095890411
382,40.75579,-73.96699,0.0
383,40.82399,-73.95328,0.7753424657534247
384,40.81822,-73.94095,0.6027397260273972
385,40.76434,-73.92132,0.9945205479452055
386,40.67705,-73.94925,0.863013698630137
387,40.69263,-73.99438,0.7698630136986301
388,40.68448,-73.92747,0.7753424657534247
389,40.74412,-74.00208,0.0547945205479452
390,40.73067,-73.98702,0.0
391,40.70665,-73.94061,0.9068493150684932
392,40.72063,-73.95952,0.09863013698630137
393,40.67644,-73.98082,0.019178082191780823
394,40.80481,-73.94794,0.8246575342465754
395,40.72533,-73.99143,0.4657534246575342
396,40.68569,-73.93038,0.8410958904109589
397,40.64302,-73.97255,1.0
398,40.72939,-73.98857,0.5506849315068493
399,40.79918,-73.96607,0.0
400,40.66862,-73.9926,0.8657534246575342
401,40.81333,-73.94453,0.7424657534246575
402,40.72473,-73.95199,0.38082191780821917
403,40.70925,-73.85262,0.5726027397260274
404,40.73215,-74.00922,0.0
405,40.71109,-73.94332,0.0
406,40.7463,-73.97926,0.5287671232876713
407,40.71823,-73.95849,0.14246575342465753
408,40.651,-73.94886,0.3726027397260274
409,40.68626,-73.97598,0.7835616438356164
410,40.74488,-74.001,0.0
411,40.67632,-73.97616,0.049315068493150684
412,40.72212,-73.94254,0.024657534246575342
413,40.67456,-73.95151,0.00821917808219178
414,40.71363,-73.96019,0.7589041095890411
415,40.6755,-73.95878,0.0
416,40.72274,-73.97581,0.6383561643835617
417,40.6858,-73.9828,0.6054794520547945
418,40.67535,-73.97654,0.9726027397260274
419,40.72255,-73.99346,0.0
420,40.72094,-73.99706,0.7589041095890411
421,40.72485,-73.97813,0.0
422,40.80473,-73.9532,0.9397260273972603
423,40.72217,-73.98419,0.0
424,40.71943,-73.9565,0.0
425,40.74249,-74.00329,0.0
426,40.79264,-73.97294,0.0
427,40.65749,-73.97675,0.5150684931506849
428,40.80474,-73.94688,0.7232876712328767
429,40.72831,-74.00177,0.0
430,40.71541,-73.94144,0.9068493150684932
431,40.79765,-73.96245,0.6465753424657534
432,40.78508,-73.95332,0.0
433,40.89747,-73.8639,0.8465753424657534
434,40.72008,-73.98404,0.0
435,40.75725,-73.91098,0.6712328767123288
436,40.7102,-73.94495,0.0
437,40.67359,-73.97904,0.021917808219178082
438,40.72674,-73.9782,0.9835616438356164
439,40.81156,-73.94571,0.9123287671232877
440,40.80497,-73.95016,0.7068493150684931
441,40.7385,-73.91806,0.6465753424657534
442,40.72937,-73.95671,0.06027397260273973
443,40.72587,-73.98438,0.6465753424657534
444,40.82426,-73.9463,1.0
445,40.71624,-73.96272,0.24383561643835616
446,40.68101,-73.94081,0.44931506849315067
447,40.68669,-73.91989,0.852054794520548
448,40.71534,-73.95914,0.06301369863013699
449,40.68288,-73.96024,1.0
450,40.72489,-73.95494,0.0
451,40.70867,-73.94284,0.6082191780821918
452,40.67963,-73.93908,0.6520547945205479
453,40.6798,-73.93908,0.5972602739726027
454,40.74346,-73.99882,0.0
455,40.77724,-73.98109,0.0
456,40.72972,-73.97995,0.6438356164383562
457,40.74102,-73.91681,0.673972602739726
458,40.71309,-73.94128,0.0
459,40.83096,-73.94633,0.6767123287671233
460,40.71323,-73.95745,0.0410958904109589
461,40.67212,-73.9506,0.32602739726027397
462,40.71023,-73.96665,0.0
463,40.80523,-73.95139,0.6410958904109589
464,40.72636,-73.98917,0.7041095890410959
465,40.72185,-73.93956,0.958904109589041
466,40.72351,-73.99683,0.6054794520547945
467,40.6809,-73.99233,0.0
468,40.80525,-73.95916,0.5506849315068493
469,40.74,-73.91901,0.4410958904109589
470,40.80006,-73.96049,0.7095890410958904
471,40.70283,-73.92131,0.0
472,40.84468,-73.94303,0.6082191780821918
473,40.68252,-73.99619,0.0
474,40.74342,-73.99483,0.20821917808219179
475,40.67853,-73.98089,0.0
476,40.6788,-73.97643,0.7068493150684931
477,40.77886,-73.98042,0.038356164383561646
478,40.72578,-73.97879,0.07397260273972603
479,40.66085,-73.98537,0.4575342465753425
480,40.80113,-73.94503,0.1863013698630137
481,40.78569,-73.97581,0.9808219178082191
482,40.82411,-73.94934,0.16164383561643836
483,40.68131,-73.95332,0.0
484,40.85811,-73.90675,0.6356164383561644
485,40.70667,-73.96524,0.0410958904109589
486,40.60452,-73.97103,0.0
487,40.7932,-73.94007,0.0
488,40.68768,-73.97611,0.4410958904109589
489,40.80224,-73.94558,0.2410958904109589
490,40.71473,-73.98842,0.9232876712328767
491,40.80518,-73.95359,0.6767123287671233
492,40.80827,-73.95329,0.6794520547945205
493,40.72901,-73.95812,0.7863013698630137
494,40.73476,-73.98452,0.8328767123287671
495,40.69055,-73.92357,0.0
496,40.7735,-73.98697,0.0
497,40.67505,-73.95969,0.5287671232876713
498,40.72974,-73.98201,0.1178082191780822
499,40.70925,-73.95425,0.0684931506849315
500,40.72315,-73.95226,0.34794520547945207
501,40.73939,-73.99612,0.0
502,40.74112,-73.97686,0.8301369863013699
503,40.72019,-73.98217,0.9452054794520548
504,40.72133,-73.99666,0.3150684931506849
505,40.75744,-73.92163,0.547945205479452
506,40.75695,-73.9202,0.7424657534246575
507,40.8296,-73.94651,0.03287671232876712
508,40.79056,-73.9468,0.7342465753424657
509,40.73631,-73.99977,0.24383561643835616
510,40.86466,-73.85709,0.9506849315068493
511,40.71312,-73.96199,0.10136986301369863
512,40.71297,-73.94336,0.0
513,40.73712,-74.00166,0.9835616438356164
514,40.69242,-73.95097,0.7863013698630137
515,40.73862,-73.99758,0.0
516,40.7158,-73.95803,0.6383561643835617
517,40.68262,-73.97299,0.35342465753424657
518,40.73217,-73.98801,0.0
519,40.76311,-73.99388,0.9671232876712329
520,40.74695,-74.00454,1.0
521,40.67497,-73.87305,0.8136986301369863
522,40.66788,-73.94813,0.15342465753424658
523,40.76684,-73.95944,0.12054794520547946
524,40.68967,-73.95445,0.9726027397260274
525,40.67946,-73.96501,0.4273972602739726
526,40.66944,-73.98083,0.7479452054794521
527,40.72566,-73.97748,0.7506849315068493
528,40.7709,-73.99181,0.7068493150684931
529,40.71943,-73.95958,0.7561643835616438
530,40.74249,-73.92466,0.1780821917808219
531,40.74033,-74.00024,0.0
532,40.7969,-73.96128,0.4931506849315068
533,40.83403,-73.94553,0.9397260273972603
534,40.65513,-73.95641,0.1178082191780822
535,40.65589,-73.95539,0.26301369863013696
536,40.70275,-73.94501,0.16164383561643836
537,40.68897,-73.93569,0.6986301369863014
538,40.67617,-73.98136,0.6904109589041096
539,40.67595,-73.98053,0.0
540,40.76415,-73.99067,0.0547945205479452
541,40.83127,-73.94718,0.5150684931506849
542,40.68497,-73.95592,0.8328767123287671
543,40.82922,-73.94174,0.10410958904109589
544,40.71137,-73.94362,0.6958904109589041
545,40.76739,-73.9557,0.0
546,40.73089,-73.98195,0.12602739726027398
547,40.6755,-73.97859,0.8986301369863013
548,40.68812,-73.94934,0.0
549,40.7694,-73.9572,0.0
550,40.68634,-73.96161,0.5452054794520548
551,40.7093,-73.9497,0.6821917808219178
552,40.713,-73.99752,0.17534246575342466
553,40.75895,-73.9883,0.3041095890410959
554,40.68186,-73.94113,0.7863013698630137
555,40.68364,-73.91076,0.7835616438356164
556,40.71893,-73.9428,0.7205479452054795
557,40.82802,-73.92039,0.7561643835616438
558,40.68765,-73.97073,0.0
559,40.71413,-73.96596,0.7205479452054795
560,40.58422,-73.94079,0.2465753424657534
561,40.71973,-73.95582,0.0
562,40.69025,-73.93323,0.030136986301369864
563,40.73826,-73.92458,0.7863013698630137
564,40.73049,-73.96115,0.0027397260273972603
565,40.72956,-73.97903,0.0
566,40.73854,-74.00821,0.9260273972602739
567,40.75877,-73.98863,0.12054794520547946
568,40.67688,-73.9859,0.0
569,40.70051,-73.92204,0.0136986301369863
570,40.71712,-73.98898,0.0
571,40.60742,-74.14388,0.4328767123287671
572,40.68741,-73.95741,0.5260273972602739
573,40.75627,-73.9211,0.9808219178082191
574,40.79816,-73.9619,0.08493150684931507
575,40.61927,-74.0307,0.6602739726027397
576,40.8078,-73.95208,0.7808219178082192
577,40.61922,-73.99399,0.5013698630136987
578,40.68275,-73.96148,0.5178082191780822
579,40.71813,-73.98416,0.4438356164383562
580,40.71892,-73.98401,0.4328767123287671
581,40.816,-73.95545,0.23013698630136986
582,40.82748,-73.95153,0.7123287671232876
583,40.68634,-73.95088,0.0
584,40.72229,-73.97901,0.4547945205479452
585,40.72956,-73.99287,0.0
586,40.72595,-73.95298,0.9178082191780822
587,40.71193,-74.00817,0.2465753424657534
588,40.68012,-73.97847,0.936986301369863
589,40.74233,-73.99865,0.07671232876712329
590,40.67424,-73.96665,0.9945205479452055
591,40.80486,-73.95298,0.2356164383561644
592,40.80307,-73.95048,0.2273972602739726
593,40.68653,-73.98562,0.0
594,40.74267,-73.98569,0.0
595,40.68749,-73.95494,0.7232876712328767
596,40.68645,-73.97538,0.8356164383561644
597,40.68999,-73.96711,0.9753424657534246
598,40.61077,-74.06824,0.7616438356164383
599,40.71126,-73.94576,0.3698630136986301
600,40.67855,-73.94949,0.8438356164383561
601,40.72416,-73.9853,0.6273972602739726
602,40.68516,-73.92521,0.7479452054794521
603,40.73507,-74.00048,0.2273972602739726
604,40.71611,-73.99828,0.7698630136986301
605,40.67964,-73.93946,0.8794520547945206
606,40.76189,-73.99,0.8301369863013699
607,40.72645,-73.98035,0.5260273972602739
608,40.66293,-73.99833,0.0
609,40.69046,-73.95167,0.09863013698630137
610,40.83001,-73.92158,0.7424657534246575
611,40.79239,-73.94535,0.9342465753424658
612,40.72709,-73.98274,0.9123287671232877
613,40.72599,-74.00168,0.5753424657534246
614,40.68309,-73.94219,0.6328767123287671
615,40.79442,-73.93433,0.8438356164383561
616,40.76166,-73.99675,0.8
617,40.70163,-73.90867,0.852054794520548
618,40.75575,-73.96842,0.7232876712328767
619,40.80903,-73.94197,0.4191780821917808
620,40.74581,-73.95295,0.6
621,40.66414,-73.98574,0.0
622,40.74,-74.00381,0.9095890410958904
623,40.75348,-73.97065,0.3287671232876712
624,40.72066,-73.98506,0.5232876712328767
625,40.71746,-73.95497,0.6794520547945205
626,40.70257,-73.9847,0.18356164383561643
627,40.72264,-73.9837,0.0
628,40.73833,-73.98186,0.8904109589041096
629,40.73268,-73.99255,0.6821917808219178
630,40.71892,-73.99628,0.0
631,40.77679,-73.91687,0.8575342465753425
632,40.71693,-73.98948,0.0
633,40.73685,-73.98359,0.03287671232876712
634,40.68501,-73.97019,0.18904109589041096
635,40.66068,-73.96003,0.0
636,40.67722,-73.96542,0.8027397260273973
637,40.68975,-73.96703,0.9945205479452055
638,40.69221,-73.95866,0.010958904109589041
639,40.72969,-74.00635,0.7041095890410959
640,40.6893,-73.96602,0.9917808219178083
641,40.70832,-73.94157,0.0
642,40.68016,-73.94878,1.0
643,40.70875,-73.95508,0.27945205479452057
644,40.85888,-73.92886,0.07123287671232877
645,40.8679,-73.90023,0.8273972602739726
646,40.6889,-73.95383,0.7671232876712328
647,40.75127,-73.99637,0.8273972602739726
648,40.67607,-73.94421,0.7698630136986301
649,40.73834,-73.9823,0.0
650,40.7347,-73.88066,0.8136986301369863
651,40.71876,-73.98851,0.673972602739726
652,40.73787,-73.95385,0.1643835616438356
653,40.73066,-74.00287,0.810958904109589
654,40.73291,-74.00059,0.0
655,40.85099,-73.92822,0.9972602739726028
656,40.68707,-73.91918,0.7698630136986301
657,40.7184,-73.96019,0.0
658,40.67495,-73.95563,0.0
659,40.71582,-73.99902,0.0
660,40.81068,-73.94288,1.0
661,40.81122,-73.94279,1.0
662,40.73129,-73.99944,0.6821917808219178
663,40.71628,-73.95737,0.8301369863013699
664,40.78558,-73.9726,0.821917808219178
665,40.7146,-73.991,0.8849315068493151
666,40.79493,-73.94462,0.0
667,40.6623,-73.99049,0.5589041095890411
668,40.73693,-73.95284,0.1643835616438356
